GroupName,ChartName,USL,LSL,UCL,LCL,Target,Mean,Std,point_time,Batch_ID,cpk,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8,Site9,Site10,Site11,Site12,Site13,Site14,Site15,Site16,Site17
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.916,0.2655,2025/01/07 08:00,LOT0013,1.1499,4.3849,4.9854,4.747,4.6344,4.7366,4.8998,5.2748,4.6021,5.0092,4.8547,4.9017,5.3008,5.1614,5.4012,4.9536,4.7912,4.9328
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9767,0.348,2025/01/07 20:00,LOT0014,0.9354,5.0727,5.053,4.6747,5.0271,5.0685,5.7552,5.5631,4.744,4.9138,4.561,4.8228,5.0947,5.3618,4.7813,4.8038,4.3558,4.9512
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9647,0.4246,2025/01/08 08:00,LOT0015,0.7573,4.6813,4.8412,4.7369,4.9717,4.4727,4.5599,5.6388,4.6138,4.671,5.5511,5.8715,4.6485,4.8895,5.1025,5.5186,4.7039,4.9264
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0025,0.1735,2025/01/08 20:00,LOT0016,1.9165,5.2332,5.1304,4.8872,4.9599,4.5875,4.9285,4.9201,5.0697,4.8334,5.1415,5.3038,5.0466,5.1055,5.0159,5.0,4.7835,5.0949
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0369,0.3002,2025/01/09 08:00,LOT0017,1.0694,4.9708,5.628,5.472,5.1158,4.7711,4.6663,5.3573,5.0788,5.144,4.4766,5.2782,5.1363,4.6669,4.8585,5.0791,5.0157,4.9123
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9427,0.3273,2025/01/09 20:00,LOT0018,0.9602,4.969,4.9244,5.0458,5.4414,4.23,4.9289,5.053,5.0888,4.8884,4.473,5.0984,5.5182,4.5398,5.2591,4.9014,4.9816,4.6841
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.151,0.2521,2025/01/10 08:00,LOT0019,1.1224,4.8997,5.39,5.1748,5.5197,5.3532,5.1317,5.5232,5.1317,5.2484,4.911,5.02,4.7908,5.2969,4.6465,5.2347,4.9428,5.3514
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0111,0.3042,2025/01/10 20:00,LOT0020,1.0837,5.2253,5.5462,5.2192,4.5284,4.9799,4.6484,4.8445,5.4534,5.1913,4.7903,4.6959,5.0098,4.635,4.7987,5.0936,5.3466,5.1826
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0166,0.3421,2025/01/11 08:00,LOT0021,0.9582,4.3126,5.0913,5.0216,5.1242,5.4849,4.381,4.8227,5.1773,4.5255,5.4428,5.1105,5.254,4.8287,5.2441,5.3205,5.0699,5.0703
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0584,0.2359,2025/01/11 20:00,LOT0022,1.3308,5.0811,4.741,4.9557,4.9542,5.115,5.2999,4.6824,4.9625,5.4444,4.7769,4.7533,5.0607,5.2533,5.0034,5.3987,5.257,5.2525
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9207,0.399,2025/01/12 08:00,LOT0023,0.7691,5.1662,5.6983,4.9385,4.3989,5.4813,4.8627,5.0324,5.3929,4.5193,4.6245,4.5196,4.7618,5.1319,5.1573,5.0829,4.5762,4.307
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0548,0.1449,2025/01/12 20:00,LOT0024,2.1746,5.0163,4.8585,5.1378,5.2106,5.0415,5.228,5.0688,5.159,4.7886,4.9461,5.059,5.2462,4.8819,5.1564,4.9202,4.9647,5.2489
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.8742,0.3377,2025/01/13 08:00,LOT0025,0.8628,4.4021,4.6111,4.5553,4.2999,4.7965,5.2248,4.9145,5.0593,5.3268,5.3983,4.9793,5.4061,5.0276,4.7488,4.8217,4.5558,4.7336
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.952,0.2751,2025/01/13 20:00,LOT0026,1.1535,4.8926,5.2411,5.5162,4.5853,5.1178,4.6878,5.1424,4.9607,4.4507,5.2785,4.8185,4.8398,4.6791,4.8037,5.1284,4.9432,5.0986
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.1259,0.2815,2025/01/14 08:00,LOT0027,1.0349,5.1086,5.3962,4.8972,4.5569,5.3202,4.9006,5.3344,5.115,4.9607,5.1046,5.5853,5.6231,5.0208,5.0481,5.3229,4.7463,5.0999
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9316,0.2913,2025/01/14 20:00,LOT0028,1.0662,4.9922,5.0942,4.75,4.5231,4.3781,4.6648,4.8624,4.912,5.5812,5.3318,4.7114,5.1043,4.8779,4.9147,5.0556,5.1858,4.8982
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0928,0.2745,2025/01/15 08:00,LOT0029,1.1017,5.3192,4.6574,5.0019,5.7793,5.0669,5.43,5.0275,5.1742,4.983,4.9489,4.7662,5.1291,4.7445,5.1997,5.3256,5.11,4.9141
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9068,0.4128,2025/01/15 20:00,LOT0030,0.7322,5.1362,4.9074,5.2807,4.4506,4.8993,4.4028,4.5515,5.4092,5.2686,4.7842,4.5492,4.1106,4.837,5.7261,5.1305,4.8321,5.1395
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0618,0.2883,2025/01/16 08:00,LOT0031,1.0847,4.5317,4.9108,5.0298,4.9742,5.2372,5.1034,5.2005,4.7935,5.2693,5.4887,4.709,4.7337,5.4007,4.9426,5.4211,4.8672,5.4365
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9067,0.3069,2025/01/16 20:00,LOT0032,0.9847,5.0394,5.0775,5.4694,4.8915,4.7177,4.8654,5.1357,4.5303,5.1912,4.8384,5.3443,4.2817,4.764,4.4941,4.7521,5.0743,4.9462
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9831,0.2465,2025/01/17 08:00,LOT0033,1.3296,4.924,4.9522,5.061,4.6974,5.2121,5.1988,5.1155,5.167,5.0889,5.6105,4.9739,4.9079,4.7739,4.6903,4.6267,4.7334,4.9788
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0062,0.2523,2025/01/17 20:00,LOT0034,1.3132,5.1003,5.0153,4.7703,5.2701,5.2218,4.9521,4.8041,5.1645,5.0564,4.5656,4.9796,5.0786,4.7301,5.057,4.5636,5.4009,5.3744
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.923,0.382,2025/01/18 08:00,LOT0035,0.8055,4.9242,5.109,4.277,4.6531,4.9119,4.6784,5.2143,5.5992,4.647,4.7488,5.0706,5.4833,4.6333,5.0747,5.5464,4.5045,4.6157
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9663,0.2647,2025/01/18 20:00,LOT0036,1.2167,4.8729,4.8438,5.2438,5.0725,4.4675,5.1546,4.8267,5.3823,4.8117,4.809,5.1623,5.2289,5.1344,4.4943,5.1614,4.6897,5.0706
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9614,0.255,2025/01/19 08:00,LOT0037,1.2568,4.5729,5.1339,4.758,4.6152,5.2141,5.0725,4.8158,5.4354,4.8678,5.0096,5.0807,4.8141,5.1413,4.84,4.8765,5.4088,4.6878
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9922,0.3967,2025/01/19 20:00,LOT0038,0.8336,4.2762,5.4833,5.7648,4.8784,4.4189,4.9069,4.9141,4.943,4.666,5.1739,5.1574,4.5517,5.2098,5.6158,5.0516,4.8988,4.9574
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9892,0.3134,2025/01/20 08:00,LOT0039,1.0521,5.1846,4.4808,5.0493,4.8829,5.5543,4.9477,5.5004,4.6689,5.1762,5.0958,4.7393,5.0532,5.3638,4.9029,4.4924,4.9947,4.7293
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.945,0.3513,2025/01/20 20:00,LOT0040,0.8966,4.8973,4.9755,4.4883,4.5153,5.1446,4.8432,4.2306,5.2355,5.0817,4.7858,4.605,5.2507,5.1048,5.7148,5.1261,5.1163,4.9499
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9559,0.3271,2025/01/21 08:00,LOT0041,0.974,5.245,5.1875,5.3755,4.8436,4.8694,4.8563,5.2372,5.4495,4.8623,4.8726,5.0942,4.9263,5.2856,4.3245,4.752,4.7653,4.3039
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9557,0.2253,2025/01/21 20:00,LOT0042,1.4137,4.7109,4.7255,4.9397,5.3339,4.9265,4.6908,4.9829,5.3148,4.7072,4.7268,5.1676,4.9335,5.1942,4.9959,5.2105,4.6895,4.9964
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.8827,0.3194,2025/01/22 08:00,LOT0043,0.9211,4.9368,4.6352,4.531,5.2057,4.8947,4.6933,4.9711,5.3384,4.3158,4.551,4.7231,5.4384,5.0848,5.2302,4.658,4.6641,5.1343
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0216,0.3402,2025/01/22 20:00,LOT0044,0.9587,5.0175,5.1646,4.9437,5.0834,5.0474,5.2333,5.2421,4.514,4.3258,5.3005,5.3563,4.6938,4.442,5.0297,5.2793,5.5393,5.1549
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.1239,0.2709,2025/01/23 08:00,LOT0045,1.0779,4.8885,4.7321,5.0034,4.9102,4.6955,5.6146,5.5356,5.3408,4.7237,5.2565,5.1919,5.1328,5.3749,5.1906,5.222,5.1911,5.1022
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0174,0.3159,2025/01/23 20:00,LOT0046,1.0369,4.4649,5.0251,4.8331,4.616,5.5045,5.5187,5.4078,5.0766,5.4052,5.0036,5.0608,4.672,5.1191,5.0181,4.6092,4.9846,4.9761
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0289,0.2814,2025/01/24 08:00,LOT0047,1.1502,5.5393,5.2683,5.0034,5.0746,5.0133,4.9391,4.6753,4.9547,4.7762,4.6249,5.1534,5.1174,4.464,4.9632,5.2987,5.3178,5.3078
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9717,0.209,2025/01/24 20:00,LOT0048,1.5496,5.0117,4.7465,4.6749,5.1034,5.1138,5.3862,5.33,4.9603,4.6267,4.9043,5.0652,4.9394,4.8266,5.0759,4.8488,4.8116,5.0934
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.896,0.3647,2025/01/25 08:00,LOT0049,0.8189,4.8794,5.0732,5.082,4.6582,4.8556,5.4313,4.6514,4.365,4.4414,5.0087,5.0093,4.9647,5.3643,4.1981,5.1188,5.4684,4.6617
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.1582,0.3482,2025/01/25 20:00,LOT0050,0.8059,4.8861,4.7741,4.7317,4.9021,5.4282,5.5512,4.8992,5.5715,5.0107,5.5261,4.972,5.0393,5.1096,5.9537,5.2554,4.7878,5.2907
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9341,0.2485,2025/01/26 08:00,LOT0051,1.2533,4.8915,4.8531,5.2726,5.0093,5.0836,5.0042,5.101,5.1275,4.4189,5.2,4.7054,4.5673,4.9825,5.0252,4.7919,5.2493,4.5973
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.8887,0.2468,2025/01/26 20:00,LOT0052,1.2005,4.8779,4.8245,4.986,5.0837,4.6976,5.2173,5.0189,4.4324,4.4124,4.9963,4.9337,4.969,4.9916,5.0677,5.2843,4.6667,4.6484
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.869,0.2928,2025/01/27 08:00,LOT0053,0.9891,4.672,5.0867,5.3735,4.8706,4.2495,4.4888,4.7501,4.8327,4.8775,5.0116,4.9065,5.3148,4.7972,4.7413,5.1437,4.5393,5.1169
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0734,0.2913,2025/01/27 20:00,LOT0054,1.0601,5.0308,4.9558,5.4765,4.8133,5.6181,4.9324,4.6169,5.021,4.6771,4.7745,5.1191,5.1667,4.8133,5.2962,5.3473,5.4309,5.1588
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0569,0.2824,2025/01/28 08:00,LOT0055,1.1132,5.409,4.4358,4.9046,4.7399,5.0358,4.8286,4.9502,5.5647,4.9491,5.1241,4.9303,5.0227,5.0018,5.1345,5.3496,5.4942,5.0929
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9426,0.4159,2025/01/28 20:00,LOT0056,0.7555,5.1769,4.6547,4.9736,5.2821,5.2598,5.0635,5.2659,5.1472,5.3601,5.0868,4.8933,5.1008,4.1208,5.1149,3.9055,4.483,5.1355
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0229,0.3026,2025/01/29 08:00,LOT0057,1.0763,5.1433,4.6513,4.7864,5.4112,4.8548,5.6729,4.9994,5.1224,5.4851,5.0393,4.6993,4.9671,4.9893,4.5906,4.9233,4.7773,5.2773
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9835,0.2353,2025/01/29 20:00,LOT0058,1.3934,5.0104,4.9152,4.9681,5.0669,5.185,4.7001,4.6875,5.3314,4.8763,4.5749,5.1331,5.139,4.5408,5.0688,5.2207,5.1123,5.1896
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0791,0.2517,2025/01/30 08:00,LOT0059,1.2197,4.5787,5.0993,4.9092,4.8552,5.2612,5.4438,5.5383,5.3944,4.9671,5.1058,5.23,5.0364,5.0392,5.2471,4.9822,4.7812,4.8757
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9727,0.2486,2025/01/30 20:00,LOT0060,1.3043,5.1902,5.0009,5.1021,5.201,4.8875,5.2269,5.1137,4.6296,5.4327,4.8498,4.5035,4.6865,4.6937,5.0157,4.9178,4.899,5.1859
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9989,0.2844,2025/01/31 08:00,LOT0061,1.1709,5.102,5.0948,5.1229,5.1848,4.3676,4.8907,4.3459,5.0108,4.9986,5.3137,5.3563,5.0608,4.8499,5.1455,4.8416,4.9996,5.2958
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0127,0.2839,2025/01/31 20:00,LOT0062,1.1592,4.8327,5.2417,5.2032,4.7136,5.2922,5.2096,5.0306,4.7713,4.7422,4.8387,5.1628,4.7133,5.1313,4.6275,4.9388,5.0329,5.7335
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0537,0.2539,2025/02/01 08:00,LOT0063,1.2424,4.5868,5.4416,5.045,5.1234,5.0355,5.1334,4.9539,5.4362,4.8631,5.3397,4.8067,4.9819,4.6784,5.1365,5.4335,4.9768,4.9409
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9771,0.3473,2025/02/01 20:00,LOT0064,0.9378,4.6656,4.9312,4.5222,4.7261,5.068,5.3957,5.8428,4.824,5.4306,5.0731,4.9546,5.1298,5.0186,5.0331,4.8775,4.5806,4.5369
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.1304,0.2245,2025/02/02 08:00,LOT0065,1.2911,5.196,4.917,4.8212,5.0026,5.2385,5.0541,4.8032,5.3679,5.4738,5.1484,5.2921,5.3726,5.339,5.1842,5.1795,5.1559,4.6708
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0227,0.2563,2025/02/02 20:00,LOT0066,1.2711,5.2102,4.5933,4.7616,5.3911,5.2521,5.4462,4.9185,4.6543,4.9279,5.0306,5.0237,5.3401,4.8916,5.1056,4.7034,5.1351,5.0009
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9747,0.2721,2025/02/03 08:00,LOT0067,1.1942,4.7751,4.9293,4.9447,4.919,5.5314,4.9705,4.9268,4.3708,4.7317,4.9211,4.7942,5.4145,4.9505,5.3865,5.0185,5.0112,4.9734
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0241,0.3122,2025/02/03 20:00,LOT0068,1.0421,5.0011,5.5156,4.3041,4.3995,4.837,5.0044,5.207,5.1419,4.8847,5.3057,5.3091,5.0552,5.2888,5.0818,4.8316,5.2093,5.0332
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.8722,0.3915,2025/02/04 08:00,LOT0069,0.7425,5.0004,5.4419,4.2647,4.5747,4.6439,4.891,4.9236,4.5478,4.7045,4.7417,5.7372,5.5405,4.8765,4.8909,4.6552,4.4276,4.9649
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9292,0.232,2025/02/04 20:00,LOT0070,1.3352,4.7006,4.9745,4.5199,4.7714,5.0446,5.1099,5.1252,4.6039,5.2564,4.7599,5.1899,4.9968,4.5871,4.9051,5.1096,5.1839,4.9577
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0295,0.3409,2025/02/05 08:00,LOT0071,0.949,5.4595,5.3023,4.923,5.225,5.5801,5.5881,4.6316,4.722,5.4455,4.6825,4.6032,4.8541,5.1261,4.9693,4.8048,4.7977,4.7863
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9237,0.4069,2025/02/05 20:00,LOT0072,0.7566,4.7361,5.6845,5.0893,5.266,4.8533,4.9442,4.7859,4.2045,4.5866,4.4568,4.3251,4.6414,5.3975,4.9867,5.3872,5.1233,5.2348
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0302,0.2472,2025/02/06 08:00,LOT0073,1.3076,4.7297,5.1572,5.2186,4.827,5.1679,5.1699,4.8351,4.6632,4.6448,5.026,5.0981,4.7622,5.008,5.1712,5.1855,5.4656,5.3831
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9768,0.3046,2025/02/06 20:00,LOT0074,1.0688,4.6996,5.5051,4.8407,5.3135,5.0204,4.8764,4.4577,4.9485,4.5322,5.2902,5.455,4.7609,5.0906,4.7824,4.8115,5.2323,4.9884
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.1053,0.2379,2025/02/07 08:00,LOT0075,1.2534,5.5219,4.8553,5.2998,5.0292,5.2387,4.8659,4.9851,4.9654,4.7492,5.1986,5.1951,5.1781,5.4611,5.4348,4.8875,5.1119,4.8129
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0091,0.3414,2025/02/07 20:00,LOT0076,0.9676,5.007,4.8201,5.486,5.1091,4.9346,5.3581,4.3488,4.3958,5.2388,5.0181,5.0751,4.6021,4.993,5.6011,5.2473,5.0509,4.8683
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.7932,0.3699,2025/02/08 08:00,LOT0077,0.7148,4.8816,4.3612,5.0773,5.2536,4.5273,4.8016,4.6528,4.7104,5.016,4.3747,5.1843,5.2262,4.9247,4.2558,4.7011,5.3699,4.1666
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,4.9925,0.2865,2025/02/08 20:00,LOT0078,1.1549,4.8957,4.646,5.2414,4.7975,5.1212,5.1696,5.5509,4.9391,5.1128,4.5545,5.3571,4.7718,4.8318,4.9933,4.5311,5.0686,5.2902
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0614,0.341,2025/02/09 08:00,LOT0079,0.9175,5.0879,4.5233,4.9629,5.2226,4.4366,4.6776,5.263,5.081,5.1236,5.5578,5.1406,5.1974,5.8132,4.9359,4.7606,5.1283,5.1317
PKG_A,Thickness,6.0,4.0,5.9,4.1,5.0,5.0239,0.288,2025/02/09 20:00,LOT0080,1.1297,4.842,4.6903,5.693,5.0981,4.7803,5.2748,4.9673,4.9241,5.1687,4.6124,5.1058,5.5739,5.1399,4.8871,4.8479,4.8769,4.9238
PKG_A,Warpage,2.8,,2.7,,2.0,2.0127,0.2038,2025/01/01 08:00,LOT0001,1.2874,1.9244,2.1833,1.6534,2.1724,1.9241,2.0754,1.7746,2.2657,2.2491,2.1919,1.697,2.1658,2.081,1.6789,1.9951,2.0729,2.1112
PKG_A,Warpage,2.8,,2.7,,2.0,1.983,0.2341,2025/01/01 20:00,LOT0002,1.1635,2.0365,2.0592,2.2957,2.2462,1.4276,1.9375,1.9681,1.6506,2.0198,2.2508,1.7837,2.0683,1.8178,1.8666,2.2965,1.8925,2.0934
PKG_A,Warpage,2.8,,2.7,,2.0,2.012,0.1815,2025/01/02 08:00,LOT0003,1.4472,1.6278,2.3745,2.1225,1.9655,2.1171,1.72,2.2385,1.9372,1.9612,1.9037,1.8859,2.1409,2.0532,2.1323,2.0002,2.1046,1.9182
PKG_A,Warpage,2.8,,2.7,,2.0,2.1094,0.214,2025/01/02 20:00,LOT0004,1.076,2.4489,1.6894,2.2552,2.2766,1.8326,2.4489,2.2021,2.1972,2.0086,1.9596,1.9611,2.0811,2.2832,2.0393,1.8207,2.1679,2.1872
PKG_A,Warpage,2.8,,2.7,,2.0,1.9326,0.2213,2025/01/03 08:00,LOT0005,1.3068,2.1349,2.1531,1.9498,1.8182,1.8304,1.6769,2.0514,1.9873,1.916,1.4129,1.7545,2.2282,1.8711,2.0761,1.7259,2.2917,1.9752
PKG_A,Warpage,2.8,,2.7,,2.0,2.1114,0.2012,2025/01/03 20:00,LOT0006,1.1408,2.063,2.4702,2.3083,1.9437,1.8864,1.9399,2.107,1.984,1.926,2.2984,1.9822,2.4649,2.0231,2.3621,2.0765,2.1976,1.8601
PKG_A,Warpage,2.8,,2.7,,2.0,1.9313,0.2309,2025/01/04 08:00,LOT0007,1.2539,1.8352,2.0979,2.2037,2.0141,1.7487,1.7339,1.7206,1.6525,2.0279,2.231,2.0033,1.5539,1.9678,1.9734,2.4252,1.7146,1.9279
PKG_A,Warpage,2.8,,2.7,,2.0,1.9994,0.1646,2025/01/04 20:00,LOT0008,1.6209,2.3482,2.097,2.1197,2.0299,2.073,2.1625,1.8451,2.1826,1.7324,2.0727,2.0427,1.8837,2.0025,1.8825,1.7927,1.9363,1.7862
PKG_A,Warpage,2.8,,2.7,,2.0,2.0191,0.1981,2025/01/05 08:00,LOT0009,1.3137,2.0726,1.778,2.1504,1.7717,1.8947,1.8831,2.273,2.0741,1.9657,2.1077,1.5866,1.9994,2.4075,2.0345,2.0216,2.1176,2.1871
PKG_A,Warpage,2.8,,2.7,,2.0,1.8984,0.2487,2025/01/05 20:00,LOT0010,1.2081,1.6095,1.6725,2.0511,1.866,2.2714,1.946,1.6221,1.7554,1.4591,1.9622,1.9713,1.9241,2.2248,2.2487,1.9749,1.5821,2.1325
PKG_A,Warpage,2.8,,2.7,,2.0,2.0269,0.2239,2025/01/06 08:00,LOT0011,1.1508,2.1211,2.0719,2.2063,1.777,2.4118,1.8181,2.1598,1.6725,1.8239,2.3133,1.9578,2.178,2.0574,1.989,2.2828,1.9627,1.6539
PKG_A,Warpage,2.8,,2.7,,2.0,1.9333,0.1435,2025/01/06 20:00,LOT0012,2.0137,1.8504,2.1212,2.0901,1.6976,1.8661,1.8947,1.9379,1.7358,1.8853,1.8653,2.1653,2.1728,1.9818,1.9326,2.039,1.8477,1.7816
PKG_A,Warpage,2.8,,2.7,,2.0,1.9457,0.1951,2025/01/07 08:00,LOT0013,1.46,1.824,1.885,1.7793,2.0444,2.1579,1.6946,2.017,1.968,2.0803,2.0094,1.7213,1.7595,2.0179,2.2178,1.5692,2.0811,2.2499
PKG_A,Warpage,2.8,,2.7,,2.0,1.9283,0.18,2025/01/07 20:00,LOT0014,1.6144,1.9824,2.123,1.8724,1.9891,1.6888,1.5441,2.2016,1.816,1.9219,1.7357,1.731,1.9782,1.8671,2.0886,2.1035,2.0772,2.0607
